producer,release_to_review_time, used_real_name, verified_purchase, rating, helpfulness, number_of_votes, length_of_review_text
HP,374,0,1,5,1,2,435
HP,427,0,1,1,0.8,5,4517
HP,501,0,1,5,1,1,2162
HP,493,0,1,3,1,1,2535
HP,470,0,1,5,1,1,325
HP,355,0,1,4,1,1,1705
HP,442,0,1,3,0.667,3,928
HP,364,0,1,5,0.667,3,637
HP,736,0,0,5,0,0,389
HP,668,0,1,1,0,0,712
HP,637,0,1,4,0,0,358
HP,591,0,1,3,0,0,1439
HP,575,0,1,1,0,0,283
HP,553,1,1,2,0,0,818
HP,495,1,1,3,0,0,1839
HP,495,0,0,4,0,0,1532
HP,482,1,0,5,0,0,460
HP,470,0,1,5,0,0,519
HP,461,1,1,2,0,0,1805
HP,455,0,1,4,0,0,357
HP,440,0,1,4,0,1,500
HP,400,0,0,5,0,1,175
HP,419,0,1,3,0.333,3,1095
HP,386,1,1,5,0.333,3,672
HP,382,0,0,1,0.5,12,759
HP,346,1,0,3,0.333,6,797
HP,432,1,1,5,0.2,5,218
HP,376,0,1,5,0,4,352
HP,381,1,1,4,0,6,84
HP,435,0,1,4,0,7,97
HP,356,0,1,1,0.083,12,162
HP,24,1,0,5,1,108,8648
HP,22,1,1,4,1,24,3432
HP,35,0,1,5,1,23,2113
HP,50,1,0,2,0.929,14,414
HP,64,1,0,3,0.833,12,3973
HP,20,1,1,4,0.833,12,1117
HP,92,1,1,4,1,3,1063
HP,406,1,0,1,1,2,597
HP,96,0,0,5,1,2,3033
HP,77,1,0,5,1,2,1391
HP,75,1,1,5,1,2,2640
HP,65,1,1,4,1,2,1351
HP,59,0,0,5,1,2,1021
HP,351,0,0,1,1,1,1048
HP,38,1,1,4,1,1,97
HP,423,0,0,1,0.75,4,1383
HP,138,1,0,1,0.667,3,739
HP,581,1,0,4,0,0,852
HP,255,1,1,5,0,0,498
HP,193,1,1,5,0,0,98
HP,160,0,1,4,0,0,537
HP,144,0,1,4,0,0,193
HP,124,1,1,5,0,0,837
HP,77,0,0,5,0,0,625
HP,64,1,1,4,0,0,308
HP,219,1,0,2,0,5,735
HP,58,0,1,4,1,9,1420
HP,316,0,1,1,1,2,224
HP,166,0,0,4,1,2,1224
HP,569,0,0,2,1,1,997
HP,532,0,0,4,0,0,838
HP,447,0,1,5,0,0,368
HP,421,0,0,5,0,0,427
HP,353,0,0,1,0,0,343
HP,346,0,0,2,0,0,361
HP,318,0,0,2,0,0,829
HP,72,0,1,4,0.909,11,882
HP,134,0,0,5,1,6,1651
HP,107,0,0,4,1,3,299
HP,135,0,1,5,1,2,772
HP,121,0,1,4,1,2,1445
HP,116,0,1,4,1,2,222
HP,77,0,0,4,0.8,5,454
HP,324,1,0,1,1,1,766
HP,126,0,0,5,1,1,262
HP,528,1,1,2,0,0,436
HP,199,0,0,5,0,0,446
HP,136,0,0,5,0.6,5,1339
HP,91,1,0,2,0.333,9,340
HP,115,1,0,3,0.167,6,455
HP,434,0,0,5,0.875,16,115
HP,616,0,1,5,1,3,295
HP,675,0,1,4,1,2,790
HP,592,0,1,5,0.8,5,127
HP,599,1,0,2,0.75,8,1766
HP,583,0,1,5,0.714,7,207
HP,65,1,1,5,0.333,3,601
HP,322,1,0,5,1,3,718
HP,60,1,0,5,0.667,3,1468
HP,119,0,0,5,1,16,1326
HP,124,1,0,5,0.909,11,2472
HP,122,1,1,4,0.778,9,365
HP,255,1,0,5,1,2,619
HP,182,0,1,4,1,2,639
HP,171,0,0,5,1,2,1705
HP,134,0,1,5,1,2,160
HP,397,0,0,3,1,1,1771
HP,234,0,1,4,1,1,346
HP,158,0,0,4,1,1,1004
HP,118,0,1,4,1,1,154
HP,542,1,1,5,0,0,123
HP,445,0,1,1,0,0,422
HP,281,0,1,5,0,0,227
HP,238,1,0,1,0.5,2,828
HP,148,1,0,1,0.5,6,421
HP,111,0,1,1,0.5,16,1496
HP,110,0,0,1,0.455,11,782
HP,419,0,1,5,0.913,23,141
HP,422,0,1,4,0.857,7,660
HP,422,0,0,4,0.8,5,362
HP,447,0,1,3,1,1,245
HP,774,0,0,3,0,0,892
HP,675,0,0,5,0,0,414
HP,653,1,0,3,0,0,384
HP,574,0,0,5,0,0,539
HP,566,0,1,3,0,0,549
HP,490,0,0,5,0,0,292
HP,456,1,1,4,0,0,170
HP,453,1,1,5,0,0,181
HP,447,0,1,5,0,0,96
HP,438,0,1,2,0,0,390
HP,436,0,1,4,0,0,300
HP,430,1,0,5,0,0,240
HP,428,0,1,4,0,0,397
HP,585,0,0,4,0.5,2,1477
HP,437,0,0,3,0.5,2,247
HP,426,0,1,3,0.5,2,699
HP,639,0,0,1,0,1,441
HP,507,0,0,1,0,1,282
HP,482,0,1,2,0,1,253
HP,10,1,0,4,1,6,1428
HP,30,0,0,5,1,3,787
HP,8,0,0,4,1,3,589
HP,148,0,0,5,0,0,4129
HP,17,1,0,1,0,1,457
HP,35,0,0,5,1,16,450
HP,54,0,1,5,1,7,137
HP,88,0,1,5,1,2,406
HP,64,1,1,3,0.8,5,1856
HP,111,1,0,5,1,1,364
HP,227,0,1,4,0,0,246
HP,120,0,1,1,0,2,264
HP,224,1,1,5,0.75,4,295
HP,402,0,1,5,0,0,261
HP,323,0,1,5,1,5,611
HP,348,0,1,5,1,3,98
HP,362,0,1,5,1,2,258
HP,385,1,1,1,1,2,530
HP,92,1,0,4,0.8,5,953
HP,670,0,1,1,0,0,534
HP,566,0,0,1,0,0,1184
HP,480,0,0,1,0,0,622
HP,450,0,0,1,0,0,171
HP,309,1,0,1,0,0,1095
HP,478,0,1,5,0,1,328
HP,270,1,0,1,0,1,716
HP,194,0,0,1,0,1,656
HP,646,0,0,5,0,3,389
HP,34,1,1,5,0.286,7,177
HP,66,0,0,3,0.333,12,1208
HP,77,1,0,1,0,5,525
HP,108,0,0,5,1,5,1316
HP,139,0,0,5,0,0,243
HP,38,0,0,2,0,0,453
HP,172,1,0,1,0.789,19,589
HP,251,1,1,4,0,0,294
HP,238,0,0,1,0,0,177
HP,26,1,0,4,0.944,36,1710
HP,30,1,0,5,0.947,19,1943
HP,30,0,0,5,0.929,14,1594
HP,192,0,0,5,0.889,9,4651
HP,52,0,0,5,0.875,8,2064
HP,48,1,0,3,0.818,11,1693
HP,45,1,0,5,0.833,6,3800
HP,68,1,0,4,0.75,4,1200
HP,659,0,0,1,0,0,1405
HP,340,0,0,1,0,0,408
HP,208,1,0,4,0,0,1268
HP,91,0,0,2,0.6,10,112
HP,305,1,0,1,0,1,414
HP,31,0,0,5,0.952,21,2009
HP,19,1,0,3,0.909,22,554
HP,51,1,0,2,0.8,25,176
HP,130,0,0,1,0.889,9,452
HP,154,0,0,4,1,5,3106
HP,198,1,1,5,1,3,2779
HP,102,0,0,5,0.833,6,708
HP,249,0,0,2,1,2,319
HP,183,0,1,5,1,2,790
HP,156,1,0,5,0.8,5,416
HP,141,1,0,1,0.8,5,228
HP,139,1,1,4,0.8,5,1580
HP,600,1,0,1,1,1,385
HP,351,0,0,3,1,1,473
HP,176,1,0,4,1,1,295
HP,228,1,0,1,0.667,3,415
HP,1033,0,0,5,0,0,324
HP,1027,0,0,5,0,0,389
HP,1020,0,0,2,0,0,604
HP,880,0,0,2,0,0,451
HP,579,0,0,1,0,0,656
HP,567,0,0,1,0,0,242
HP,258,0,0,4,0,0,2390
HP,208,0,1,5,0,0,289
HP,170,1,0,4,0,0,140
HP,376,1,0,1,0.6,5,10
HP,174,0,0,4,0.5,2,177
HP,229,1,0,4,0,1,204
HP,91,0,0,4,0.286,35,2043
HP,132,0,0,5,0,0,630
HP,97,0,1,5,0,0,1068
HP,84,0,1,1,0.909,11,341
HP,83,0,1,5,0.846,13,518
HP,82,1,0,1,0.889,9,445
HP,103,0,0,1,1,2,403
HP,260,0,0,1,0,0,420
HP,243,0,0,1,0,0,116
HP,232,1,1,1,0,0,2781
HP,209,1,0,1,0,0,193
HP,208,0,0,2,0,0,727
HP,207,0,0,5,0,0,389
HP,179,0,0,1,0,0,475
HP,127,1,0,1,0,0,486
HP,45,1,0,5,0.962,26,2101
HP,177,1,1,3,0.818,11,1475
HP,702,0,1,1,1,1,477
HP,779,0,1,3,0,0,1153
HP,238,1,0,5,0,0,2121
HP,198,1,1,4,0,0,1855
HP,241,0,0,5,0.5,2,2492
HP,557,1,1,2,0.333,3,908
HP,124,1,0,5,0.263,19,5783
HP,209,0,1,4,0.5,2,246
HP,100,0,0,1,1,6,1571
HP,187,0,0,3,1,4,1294
HP,180,1,0,1,1,3,2707
HP,97,0,0,1,1,3,1085
HP,468,0,0,5,1,1,559
HP,450,0,0,2,1,1,2549
HP,416,1,0,1,1,1,530
HP,250,0,0,1,1,1,1234
HP,79,1,0,4,1,1,731
HP,596,1,0,1,0,0,393
HP,595,0,0,4,0,0,748
HP,506,1,0,1,0,0,895
HP,484,0,0,1,0,0,484
HP,385,0,1,3,0,0,249
HP,257,0,0,5,0,0,328
HP,214,0,0,2,0,0,906
HP,101,1,0,2,0,0,504
HP,2145,0,0,3,0,0,482
HP,2014,0,0,5,1,1,385
HP,1417,1,1,1,0.5,2,781
HP,245,0,1,5,0,0,241
HP,207,0,0,5,0,1,122
HP,94,0,0,5,0,0,1006
HP,80,0,1,5,1,5,507
HP,60,1,0,5,1,3,852
HP,39,0,1,5,1,2,265
HP,163,1,1,5,1,1,432
HP,134,1,1,5,1,1,299
HP,204,0,1,5,0,0,274
HP,184,0,1,5,0,0,124
HP,100,0,1,4,0.333,3,116
HP,186,1,1,5,1,5,823
HP,297,0,1,4,1,1,174
HP,29,0,1,4,0.969,32,1075
HP,87,0,1,4,1,17,1054
HP,72,0,1,5,1,12,454
HP,133,0,1,5,1,8,2466
HP,144,1,1,3,1,5,1403
HP,107,0,1,3,0.857,7,509
HP,144,0,0,1,0.8,10,769
HP,96,0,1,4,1,3,389
HP,152,0,1,5,1,2,154
HP,191,0,1,5,1,1,215
HP,190,0,0,1,1,1,210
HP,190,1,1,4,1,1,982
HP,174,0,0,1,1,1,727
HP,135,0,1,5,1,1,483
HP,101,0,1,5,0.75,4,841
HP,321,0,1,3,0,0,112
HP,307,0,1,3,0,0,589
HP,263,0,1,5,0,0,798
HP,181,0,1,5,0,0,386
HP,179,1,1,3,0,0,445
HP,175,0,1,3,0,0,625
HP,172,1,0,3,0,0,465
HP,143,1,1,4,0.5,2,293
HP,214,0,1,1,0,1,293
HP,202,0,1,1,0,1,324
HP,98,0,1,3,0.286,7,437
HP,83,1,0,5,1,2,132
HP,209,0,0,3,1,1,317
HP,18,0,0,5,1,9,144
HP,73,0,1,5,1,4,641
HP,200,1,1,5,0,0,101
HP,86,1,0,5,1,24,8220
HP,216,0,1,3,1,2,614
HP,264,0,1,5,0,0,126
HP,199,0,1,5,0,0,186
HP,106,1,1,4,1,2,245
HP,193,0,0,3,0,0,299
HP,162,0,1,4,0,0,1387
HP,165,0,0,1,0,1,983
HP,212,0,0,4,1,3,917
HP,67,0,0,4,0.643,14,184
HP,129,0,1,5,0.2,15,91
HP,135,0,1,4,0.733,15,1586
HP,101,0,1,4,0.75,8,687
HP,360,0,0,5,1,1,1994
HP,480,0,0,4,0,0,981
HP,330,0,1,5,0,0,129
HP,258,0,1,5,0,0,122
HP,164,1,1,5,0,0,420
HP,167,1,1,5,0.5,2,394
HP,168,1,1,3,0.5,6,280
HP,229,0,0,1,0.4,5,300
HP,238,1,0,1,0.444,9,828
HP,4,1,0,5,0.583,12,494
HP,59,0,0,3,0,2,514
HP,106,0,1,4,1,2,997
HP,122,0,0,5,1,1,240
HP,19,1,0,4,0.75,4,438
HP,311,0,0,1,0,0,360
HP,88,1,0,1,0.5,2,361
HP,22,0,0,3,0.5,8,1273
HP,10,0,0,5,1,2,881
HP,4,0,0,5,1,2,593
HP,342,0,0,5,0.956,91,418
HP,342,0,0,5,0.958,48,841
HP,366,0,0,5,0.947,38,969
HP,380,0,0,1,0.867,98,1242
HP,419,0,0,5,0.941,17,1909
HP,421,0,1,4,1,11,1597
HP,479,1,1,5,1,5,1731
HP,529,0,1,1,0.833,6,611
HP,578,0,1,5,1,1,752
HP,542,0,1,4,1,1,721
HP,380,1,1,5,0.714,7,408
HP,509,0,1,5,0.667,3,128
HP,456,0,1,3,0.667,3,242
HP,721,0,0,2,0,0,1586
HP,561,0,1,5,0,0,257
HP,542,0,1,4,0,0,721
HP,517,1,0,4,0,0,390
HP,502,1,0,5,0,0,326
HP,502,0,1,5,0,0,297
HP,496,1,1,4,0,0,359
HP,457,0,0,5,0.6,5,632
HP,468,1,0,5,0.5,2,216
HP,426,1,0,2,0.6,10,147
HP,439,0,0,2,0.5,4,312
HP,607,0,1,5,0.333,3,181
HP,509,1,0,3,0.333,3,360
HP,432,0,1,1,0.5,10,575
HP,375,0,1,5,0.429,7,94
HP,635,0,1,5,0,2,162
HP,457,0,0,5,0.25,4,140
HP,411,0,1,2,0.4,10,220
HP,463,0,1,4,0,5,174
HP,373,0,1,4,0.167,24,302
HP,25,0,1,4,1,28,1806
HP,63,0,0,5,1,18,5156
HP,32,1,1,5,1,10,740
HP,180,0,1,4,1,1,131
HP,62,1,1,5,0.75,4,2011
HP,744,0,0,5,0,0,389
HP,264,0,1,5,0,0,149
HP,221,1,0,3,0,0,1302
HP,150,0,1,5,0,0,878
HP,130,1,1,5,0,0,373
HP,111,1,1,5,0,0,188
HP,102,1,1,4,0,0,2462
HP,100,1,1,4,0,0,233
HP,95,1,1,5,0,0,1268
HP,62,1,1,5,0,0,313
HP,139,1,1,5,0,1,262
HP,71,1,1,4,0,1,136
HP,128,1,0,1,0.333,3,3491
HP,52,1,1,1,0.444,9,239
HP,3,0,0,5,0.984,318,9408
HP,22,0,0,1,0.825,57,1527
HP,100,1,0,5,1,7,2534
HP,50,1,1,4,1,5,1196
HP,124,1,0,5,1,3,1171
HP,67,1,1,5,0.833,6,1245
HP,653,0,0,5,0,0,389
HP,429,0,1,5,0,0,404
HP,180,0,0,5,0,0,304
HP,178,0,1,5,0,0,309
HP,164,0,1,3,0,0,872
HP,130,1,0,3,0,2,1302
HP,91,1,1,5,0,2,143
HP,117,1,1,1,0.25,4,1047
HP,119,1,1,5,0,0,124
HP,407,0,1,4,1,2,305
HP,260,1,0,2,0.913,23,1775
HP,166,1,0,4,0.917,12,977
HP,425,1,0,1,0.8,10,1173
HP,400,1,0,3,1,2,710
HP,511,1,0,1,1,1,556
HP,466,0,0,1,1,1,1052
HP,1208,0,0,4,0,0,672
HP,906,1,0,1,0,0,351
HP,512,1,0,2,0,0,2351
HP,454,0,1,4,0,0,562
HP,375,0,0,2,0,0,828
HP,270,0,0,5,0,0,303
HP,253,0,1,5,0,0,550
HP,589,0,0,1,0,1,314
HP,270,0,0,5,0,1,883
HP,140,0,0,1,0.333,6,662
HP,332,0,0,5,0,3,141
HP,102,1,1,5,0.286,7,136
HP,3,0,0,5,0.923,13,922
HP,544,0,0,1,1,3,385
HP,123,1,0,5,1,2,1927
HP,776,0,0,1,0,0,483
HP,717,0,0,4,0,0,1440
HP,578,0,0,4,0,0,1135
HP,577,0,0,1,0,0,523
HP,543,0,0,2,0,0,1246
HP,413,1,0,5,0,0,836
HP,169,1,0,5,0,0,927
HP,65,1,0,1,0.5,4,1928
HP,0,0,0,2,0.4,10,1325
HP,19,1,0,3,1,7,4102
HP,249,0,0,2,0,0,838
HP,32,0,0,3,1,1,1682
HP,235,1,0,5,0,0,447
HP,25,1,0,2,0.25,4,1592
HP,87,0,0,5,1,1,209
HP,189,1,0,4,1,1,696
HP,156,0,0,4,1,1,1458
HP,301,0,0,1,0.667,3,1421
HP,186,1,0,1,0.667,3,1046
HP,155,0,0,2,0.667,3,476
HP,902,0,0,4,0,0,1513
HP,859,0,0,5,0,0,389
HP,819,0,0,2,0,0,847
HP,612,1,0,1,0.5,2,135
HP,55,0,1,5,1,4,2253
HP,20,0,0,5,1,63,4842
HP,22,0,0,5,0.926,27,1288
HP,83,1,0,5,0.923,13,1445
HP,162,0,0,4,1,7,658
HP,84,0,0,4,1,7,1017
HP,116,1,0,4,1,5,2745
HP,172,0,1,4,1,4,4048
HP,120,0,0,5,1,3,1318
HP,113,1,0,4,1,2,1334
HP,188,1,1,4,1,1,802
HP,930,0,0,5,0,0,389
HP,223,1,0,4,0.5,2,893
HP,136,0,0,4,0.5,2,277
HP,112,1,0,4,0.5,4,303
HP,17,1,0,1,0.607,28,589
HP,187,0,1,5,0,1,219
HP,43,1,0,2,0.571,14,350
HP,31,1,0,5,0.5,6,369
HP,123,1,1,1,0.333,3,352
HP,147,1,0,2,0.4,5,2195
HP,92,1,0,5,0.4,5,303
HP,293,1,0,2,0,2,424
HP,82,1,0,4,0.333,6,128
HP,184,1,0,1,0,3,813
HP,119,1,0,3,0.2,5,278
HP,91,1,1,2,0.3,10,418
HP,81,1,1,1,0.231,13,461
HP,127,1,0,1,0.1,10,484
HP,18,0,0,1,0.188,16,1187
HP,127,0,0,1,0,12,653
HP,81,1,0,1,0.036,28,77
HP,95,0,0,3,1,4,1045
HP,114,0,0,5,0.667,3,861
HP,46,1,0,5,1,4,472
HP,35,1,0,2,0,5,283
HP,829,0,0,2,0,0,182
HP,692,0,0,3,0,0,1090
HP,889,0,0,2,0,1,1423
HP,604,0,0,4,1,1,965
HP,804,0,0,2,0,0,1263
HP,399,0,0,1,0.6,5,653
HP,21,1,1,5,0.931,87,682
HP,42,0,0,5,0.944,54,2888
HP,46,0,1,5,0.92,25,1538
HP,45,1,1,4,1,11,2168
HP,169,0,0,1,1,7,1448
HP,44,1,0,4,0.9,10,784
HP,111,0,0,5,1,2,897
HP,535,0,0,2,1,1,1606
HP,90,0,1,4,1,1,350
HP,94,1,1,5,0.75,4,99
HP,914,0,0,3,0,0,669
HP,836,0,0,1,0,0,1476
HP,789,0,0,2,0,0,265
HP,722,0,0,2,0,0,1026
HP,678,0,0,2,0,0,712
HP,597,1,0,3,0,0,766
HP,495,1,1,5,0,0,118
HP,454,0,0,5,0,0,1240
HP,106,1,1,4,0,0,252
HP,77,1,1,4,0,0,75
HP,98,1,1,5,0.5,2,82
HP,408,0,0,1,0,1,582
HP,165,0,0,1,0.5,6,1334
HP,72,0,0,1,0.409,22,537
HP,70,0,0,1,0.333,18,978
HP,171,0,1,5,1,3,3629
HP,153,0,1,4,0.667,3,396
HP,158,0,1,5,0.8,5,529
HP,217,1,1,4,0,0,1131
HP,228,1,0,5,1,1,606
HP,387,0,0,5,0,0,622
HP,119,1,0,1,0,9,290
HP,487,1,1,4,1,9,495
HP,603,1,1,5,1,2,2121
HP,595,1,1,4,1,2,198
HP,1248,0,0,1,0,0,1132
HP,784,1,0,2,0.5,8,1134
HP,814,0,0,1,0.111,9,435
HP,631,1,0,2,0,8,134
HP,21,0,1,5,0,0,396
HP,18,0,0,5,0,0,547
HP,48,1,0,4,1,7,696
HP,903,0,0,5,0,0,526
HP,99,1,1,4,0,1,89
HP,26,0,0,5,1,25,3161
HP,52,0,1,4,1,15,1759
HP,144,0,0,3,1,5,1482
HP,120,0,1,2,1,3,380
HP,104,0,1,5,0,0,244
HP,171,0,1,1,0,2,217
HP,43,1,0,4,1,19,1435
HP,83,0,0,1,0.821,28,5603
HP,257,0,0,4,0.857,7,6443
HP,219,1,0,3,1,2,2486
HP,137,1,0,1,0.8,5,1063
HP,288,0,0,1,1,1,824
HP,170,0,0,4,1,1,3576
HP,110,0,1,4,1,1,860
HP,560,0,0,1,0,0,819
HP,499,0,0,4,0,0,1232
HP,464,1,0,2,0,0,2280
HP,383,1,0,5,0,0,1421
HP,189,0,0,5,0,0,1073
HP,172,1,0,4,0,0,1934
HP,406,1,0,3,0,0,884
HP,8,1,0,5,0.977,88,11173
HP,10,0,0,4,0.982,56,4842
HP,44,1,1,3,0.911,45,5440
HP,117,1,0,5,1,11,5551
HP,43,0,0,4,1,7,2232
HP,2,1,1,5,0.833,18,376
HP,109,0,0,1,0.789,19,955
HP,150,0,0,1,0.857,7,669
HP,116,0,0,4,1,3,2627
HP,85,0,0,5,1,3,911
HP,415,0,0,5,1,2,857
HP,383,1,0,2,1,1,843
HP,113,0,1,4,1,1,647
HP,94,0,1,4,1,1,1303
HP,67,1,1,4,1,1,1408
HP,50,0,0,1,0.667,18,1522
HP,81,0,1,4,0.667,3,194
HP,684,0,0,4,0,0,6124
HP,668,0,0,5,0,0,103
HP,659,0,0,1,0,0,523
HP,619,0,0,5,0,0,389
HP,567,0,0,1,0,0,693
HP,560,0,1,5,0,0,496
HP,431,0,0,4,0,0,1592
HP,386,0,0,5,0,0,799
HP,193,1,0,3,0.5,2,170
HP,178,0,0,2,0.5,2,902
HP,61,1,1,3,0.5,2,643
HP,136,1,0,1,0.571,7,518
HP,435,1,1,2,0,1,490
HP,117,1,0,5,0.4,5,198
HP,23,1,0,1,0.197,61,1510
HP,70,1,1,2,0.033,30,257
HP,2784,0,1,3,0,1,425
HP,502,0,1,5,1,5,697
HP,554,0,1,5,1,1,136
HP,491,0,0,4,0.75,4,1028
HP,685,0,0,5,0,0,225
HP,551,0,1,3,0,0,160
HP,508,0,1,5,0,0,531
HP,543,0,1,2,0.5,2,685
HP,485,0,0,1,0.429,7,999
HP,482,1,1,3,0.25,4,1200
HP,504,1,1,3,0,3,295
HP,490,0,0,3,0,4,431
HP,10,1,0,5,1,20,601
HP,4,0,0,4,1,13,1208
HP,225,1,0,5,1,2,485
HP,640,0,0,2,0,0,647
HP,55,1,0,4,1,1,1500
HP,594,0,0,5,0,0,287
HP,288,0,0,5,1,3,415
HP,266,1,0,5,1,3,953
HP,197,1,1,5,1,1,138
HP,422,0,1,5,0,0,731
HP,63,0,0,5,1,19,938
HP,138,0,1,4,1,4,803
HP,150,1,1,5,1,2,331
HP,21,1,0,4,0.9,10,787
HP,218,1,1,4,1,2,437
HP,92,0,1,5,1,5,440
HP,218,0,0,4,1,1,358
HP,274,0,1,5,0,0,811
HP,459,0,1,5,0,0,239
HP,260,1,1,3,0.5,2,524
HP,294,0,1,5,0,0,269
HP,175,0,1,5,0.944,18,957
HP,252,0,1,5,0.667,3,164
HP,313,0,0,1,0,5,113
HP,588,1,0,1,0.929,14,251
HP,809,0,0,1,1,5,551
HP,791,0,0,1,1,5,345
HP,881,0,0,1,1,4,1454
HP,868,1,0,1,1,3,708
HP,818,0,0,1,1,3,1169
HP,780,1,0,1,1,3,1469
HP,731,1,0,1,1,3,128
HP,545,0,0,1,1,3,295
HP,888,0,0,1,0.833,6,943
HP,1076,0,0,1,1,1,1388
HP,812,1,0,1,1,1,1250
HP,559,1,0,1,1,1,365
HP,910,1,0,1,0.75,4,495
HP,1290,0,0,5,0,0,389
HP,517,1,1,1,0.5,2,161
HP,662,0,0,4,0.5,4,1487
HP,1190,0,0,1,0,1,907
HP,1125,0,1,2,0,1,278
HP,1078,0,0,5,0,3,657
HP,191,0,1,5,0,0,604
HP,111,0,0,4,0.875,8,2108
HP,219,1,0,2,1,2,818
HP,484,0,0,2,0,0,127
HP,636,0,0,5,0,0,4114
HP,71,0,0,5,1,1,1010
HP,205,0,1,5,0,0,148
HP,66,0,0,5,0,0,350
HP,214,0,1,3,0,1,747
HP,175,0,0,1,0,1,344
HP,51,0,0,4,0.977,44,4248
HP,74,0,1,3,0.917,12,1079
HP,65,1,0,5,1,4,1455
HP,97,1,1,4,1,2,483
HP,875,0,0,4,0,0,490
HP,868,1,1,1,0,0,320
HP,856,0,0,5,0,0,389
HP,824,0,0,1,0,0,1066
HP,726,0,0,2,0,0,3075
HP,668,1,0,2,0,0,2001
HP,624,0,0,5,0,0,416
HP,402,0,0,4,0,0,2618
HP,322,1,1,5,0,0,95
HP,145,1,0,5,0,0,122
HP,121,1,1,5,0,0,1237
HP,109,1,0,4,0,0,1349
HP,105,1,1,4,0,0,113
HP,110,1,1,1,0.6,5,364
HP,378,0,0,1,0.5,2,249
HP,55,1,1,5,0.5,2,487
HP,82,1,1,5,0,1,539
HP,70,0,0,1,0.429,7,1048
HP,51,0,1,5,0.091,11,160
HP,61,0,0,5,0.974,39,1078
HP,59,0,0,5,0.947,19,1215
HP,68,0,0,5,0.882,17,589
HP,163,1,1,4,1,1,927
HP,119,0,0,4,0.75,4,756
HP,188,0,1,1,0.714,7,677
HP,329,0,0,4,0,0,1267
HP,225,0,1,5,0,0,332
HP,198,0,1,4,0,0,1293
HP,194,0,0,4,0,0,860
HP,155,0,0,5,0,0,581
HP,135,1,0,4,0.5,2,680
HP,83,1,1,4,0.571,7,150
HP,115,1,0,5,0.333,3,168
HP,185,0,0,3,0.25,8,2366
HP,51,0,0,3,0.233,30,361
HP,42,1,0,4,1,2,448
HP,112,0,1,5,0,0,186
HP,11,0,0,5,0.6,5,138
HP,1850,1,1,5,0.929,14,827
HP,1864,0,0,5,1,6,617
HP,1895,1,1,4,0.8,5,3869
HP,2576,1,1,5,0,0,207
HP,1930,0,0,4,0,0,407
HP,28,1,0,4,0,0,342
HP,220,0,1,5,0,0,86
HP,646,0,1,1,0,1,744
HP,29,1,1,5,0.99,105,7057
HP,14,0,1,5,0.98,49,1182
HP,20,1,0,5,1,9,152
HP,53,0,1,1,0.826,23,622
HP,96,1,1,4,1,4,3005
HP,83,0,0,5,1,4,3375
HP,46,0,1,5,1,3,400
HP,83,0,1,5,1,2,413
HP,53,1,1,5,1,2,478
HP,49,0,1,5,1,2,507
HP,112,0,1,5,1,1,490
HP,74,0,1,5,1,1,818
HP,52,1,1,5,0.75,4,2243
HP,77,1,0,5,0.667,3,248
HP,670,0,0,3,0,0,877
HP,527,0,1,5,0,0,608
HP,329,0,1,5,0,0,219
HP,303,0,1,5,0,0,244
HP,193,0,0,5,0,0,521
HP,121,1,1,4,0,0,538
HP,117,1,1,5,0,0,148
HP,116,0,1,5,0,0,164
HP,115,1,1,5,0,0,394
HP,105,0,1,5,0,0,512
HP,84,1,1,5,0,0,84
HP,46,1,1,4,0.625,8,989
HP,34,1,1,5,0.6,5,129
HP,51,1,1,5,0.5,2,482
HP,96,0,1,1,0,1,293
HP,93,0,1,1,0,2,221
HP,53,1,1,5,0,2,147
HP,4,1,0,5,0.548,31,113
HP,15,0,0,4,0.975,40,3228
HP,39,1,0,4,0.962,26,1613
HP,20,0,1,5,0.938,16,356
HP,12,1,0,4,1,3,421
HP,27,1,0,2,0.719,32,992
HP,64,1,1,5,0.778,9,1298
HP,63,1,1,3,0.8,5,731
HP,137,1,0,1,0.667,3,637
HP,86,1,1,1,0.667,3,555
HP,744,0,0,5,0,0,389
HP,711,0,1,4,0,0,1006
HP,642,0,0,4,0,0,725
HP,635,0,0,1,0,0,619
HP,617,0,0,2,0,0,360
HP,520,0,0,2,0,0,2375
HP,467,0,0,2,0,0,495
HP,343,0,0,2,0,0,534
HP,192,1,0,4,0,0,3312
HP,190,1,0,4,0,0,1545
HP,168,0,1,2,0,0,531
HP,137,0,0,3,0,0,2007
HP,116,1,1,4,0,0,330
HP,116,1,1,5,0,0,268
HP,113,0,1,5,0,0,366
HP,111,1,1,5,0,0,355
HP,108,0,1,5,0,0,159
HP,104,1,1,5,0,0,118
HP,97,1,1,4,0,0,1610
HP,84,1,1,4,0,0,652
HP,101,1,1,1,0.5,4,287
HP,75,0,1,5,0.5,4,1095
HP,89,1,1,5,0,1,210
HP,83,0,0,5,0,1,136
HP,81,0,0,3,0.333,3,1757
HP,52,1,0,4,0.4,5,142
HP,76,0,0,1,0.3,10,487
HP,12,0,1,3,0.417,24,680
HP,35,1,1,5,0.904,52,506
HP,68,1,0,5,0.892,37,1794
HP,177,0,0,1,0.8,20,837
HP,45,1,0,4,0.75,28,697
HP,132,1,1,3,0.786,14,1224
HP,104,1,0,5,1,2,635
HP,205,0,0,1,0.8,5,276
HP,333,0,0,5,1,1,1915
HP,125,1,0,3,0.667,9,2428
